"","season","posteam","Go","NoGo","total","go_rate","team_name","team_id","team_nick","team_color","team_color2","team_color3","team_color4","team_logo_wikipedia","team_logo_espn","team_wordmark"
"112",2017,"KC",9,19,28,0.321428571428571,"Kansas City Chiefs","2310","Chiefs","#e31837","#ffb612","#000000","#e31837","https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/KC.png"
"113",2017,"LA",6,17,23,0.260869565217391,"Los Angeles Rams","2510","Rams","#002244","#b3995d","#001532","#af925d","https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/LA.png"
"114",2017,"LAC",7,20,27,0.259259259259259,"Los Angeles Chargers","4400","Chargers","#002244","#0073cf","#ffb612","#001532","https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/LAC.png"
"115",2017,"LV",10,16,26,0.384615384615385,"Las Vegas Raiders","2520","Raiders","#a5acaf","#000000","#a6aeb0","#000000","https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/LV.png"
"116",2017,"MIA",3,12,15,0.2,"Miami Dolphins","2700","Dolphins","#008e97","#f58220","#005778","#008e97","https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/MIA.png"
"117",2017,"MIN",3,16,19,0.157894736842105,"Minnesota Vikings","3000","Vikings","#4f2683","#ffc62f","#e9bf9b","#000000","https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/MIN.png"
"118",2017,"NE",10,24,34,0.294117647058824,"New England Patriots","3200","Patriots","#002244","#c60c30","#b0b7bc","#001532","https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/NE.png"
"119",2017,"NO",9,20,29,0.310344827586207,"New Orleans Saints","3300","Saints","#9f8958","#000000","#9f8958","#000000","https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/NO.png"
"120",2017,"NYG",8,23,31,0.258064516129032,"New York Giants","3410","Giants","#0b2265","#a71930","#a5acaf","#012352","https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/100px-New_York_Giants_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/NYG.png"
"121",2017,"NYJ",4,18,22,0.181818181818182,"New York Jets","3430","Jets","#203731","#1c2d25",NA,NA,"https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/NYJ.png"
"122",2017,"PHI",15,14,29,0.517241379310345,"Philadelphia Eagles","3700","Eagles","#004953","#a5acaf","#acc0c6","#000000","https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/PHI.png"
"123",2017,"PIT",6,20,26,0.230769230769231,"Pittsburgh Steelers","3900","Steelers","#000000","#ffb612","#c60c30","#00539b","https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/PIT.png"
"124",2017,"SEA",6,25,31,0.193548387096774,"Seattle Seahawks","4600","Seahawks","#002244","#69be28","#a5acaf","#001532","https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/SEA.png"
"125",2017,"SF",8,10,18,0.444444444444444,"San Francisco 49ers","4500","49ers","#aa0000","#b3995d","#000000","#a5acaf","https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/SF.png"
"126",2017,"TB",3,19,22,0.136363636363636,"Tampa Bay Buccaneers","4900","Buccaneers","#d50a0a","#34302b","#000000","#ff7900","https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/TB.png"
"127",2017,"TEN",7,26,33,0.212121212121212,"Tennessee Titans","2100","Titans","#002244","#4b92db","#c60c30","#a5acaf","https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/TEN.png"
"128",2017,"WAS",8,24,32,0.25,"Washington Football Team","5110","Football Team","#773141","#ffb612","#000000","#5b2b2f","https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/WAS.png"
"129",2018,"ARI",3,13,16,0.1875,"Arizona Cardinals","3800","Cardinals","#97233f","#000000","#ffb612","#a5acaf","https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png"
"130",2018,"ATL",8,14,22,0.363636363636364,"Atlanta Falcons","0200","Falcons","#a71930","#000000","#a5acaf","#a30d2d","https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png"
"131",2018,"BAL",17,18,35,0.485714285714286,"Baltimore Ravens","0325","Ravens","#241773","#000000","#9e7c0c","#c60c30","https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png"
"132",2018,"BUF",8,9,17,0.470588235294118,"Buffalo Bills","0610","Bills","#00338d","#c60c30","#0c2e82","#d50a0a","https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BUF.png"
"133",2018,"CAR",11,11,22,0.5,"Carolina Panthers","0750","Panthers","#0085ca","#000000","#bfc0bf","#0085ca","https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/CAR.png"
"134",2018,"CHI",11,15,26,0.423076923076923,"Chicago Bears","0810","Bears","#0b162a","#c83803","#0b162a","#c83803","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/CHI.png"
"135",2018,"CIN",9,13,22,0.409090909090909,"Cincinnati Bengals","0920","Bengals","#000000","#fb4f14","#000000","#d32f1e","https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/CIN.png"
"136",2018,"CLE",11,15,26,0.423076923076923,"Cleveland Browns","1050","Browns","#fb4f14","#22150c","#a5acaf","#d32f1e","https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/CLE.png"
"137",2018,"DAL",15,18,33,0.454545454545455,"Dallas Cowboys","1200","Cowboys","#002244","#b0b7bc","#acc0c6","#a5acaf","https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/DAL.png"
"138",2018,"DEN",15,29,44,0.340909090909091,"Denver Broncos","1400","Broncos","#002244","#fb4f14","#00234c","#ff5200","https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/DEN.png"
"139",2018,"DET",3,21,24,0.125,"Detroit Lions","1540","Lions","#005a8b","#b0b7bc","#000000","#004e89","https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/DET.png"
"140",2018,"GB",9,22,31,0.290322580645161,"Green Bay Packers","1800","Packers","#203731","#ffb612","#1c2d25","#eead1e","https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/GB.png"
"141",2018,"HOU",6,20,26,0.230769230769231,"Houston Texans","2120","Texans","#03202f","#a71930","#00071c","#a30d2d","https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/HOU.png"
"142",2018,"IND",9,22,31,0.290322580645161,"Indianapolis Colts","2200","Colts","#002c5f","#a5acaf","#013369","#9ba1a2","https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/IND.png"
"143",2018,"JAX",6,24,30,0.2,"Jacksonville Jaguars","2250","Jaguars","#000000","#006778","#9f792c","#d7a22a","https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/JAX.png"
"144",2018,"KC",11,14,25,0.44,"Kansas City Chiefs","2310","Chiefs","#e31837","#ffb612","#000000","#e31837","https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/KC.png"
"145",2018,"LA",10,27,37,0.27027027027027,"Los Angeles Rams","2510","Rams","#002244","#b3995d","#001532","#af925d","https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/LA.png"
"146",2018,"LAC",5,21,26,0.192307692307692,"Los Angeles Chargers","4400","Chargers","#002244","#0073cf","#ffb612","#001532","https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/LAC.png"
"147",2018,"LV",8,10,18,0.444444444444444,"Las Vegas Raiders","2520","Raiders","#a5acaf","#000000","#a6aeb0","#000000","https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/LV.png"
"148",2018,"MIA",5,20,25,0.2,"Miami Dolphins","2700","Dolphins","#008e97","#f58220","#005778","#008e97","https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/MIA.png"
"149",2018,"MIN",12,13,25,0.48,"Minnesota Vikings","3000","Vikings","#4f2683","#ffc62f","#e9bf9b","#000000","https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/MIN.png"
"150",2018,"NE",10,30,40,0.25,"New England Patriots","3200","Patriots","#002244","#c60c30","#b0b7bc","#001532","https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/NE.png"
"151",2018,"NO",15,17,32,0.46875,"New Orleans Saints","3300","Saints","#9f8958","#000000","#9f8958","#000000","https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/NO.png"
"152",2018,"NYG",11,12,23,0.478260869565217,"New York Giants","3410","Giants","#0b2265","#a71930","#a5acaf","#012352","https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/100px-New_York_Giants_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/NYG.png"
"153",2018,"NYJ",9,10,19,0.473684210526316,"New York Jets","3430","Jets","#203731","#1c2d25",NA,NA,"https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/NYJ.png"
"154",2018,"PHI",20,22,42,0.476190476190476,"Philadelphia Eagles","3700","Eagles","#004953","#a5acaf","#acc0c6","#000000","https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/PHI.png"
"155",2018,"PIT",10,20,30,0.333333333333333,"Pittsburgh Steelers","3900","Steelers","#000000","#ffb612","#c60c30","#00539b","https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/PIT.png"
"156",2018,"SEA",11,15,26,0.423076923076923,"Seattle Seahawks","4600","Seahawks","#002244","#69be28","#a5acaf","#001532","https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/SEA.png"
"157",2018,"SF",4,13,17,0.235294117647059,"San Francisco 49ers","4500","49ers","#aa0000","#b3995d","#000000","#a5acaf","https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/SF.png"
"158",2018,"TB",10,9,19,0.526315789473684,"Tampa Bay Buccaneers","4900","Buccaneers","#d50a0a","#34302b","#000000","#ff7900","https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/TB.png"
"159",2018,"TEN",6,19,25,0.24,"Tennessee Titans","2100","Titans","#002244","#4b92db","#c60c30","#a5acaf","https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/TEN.png"
"160",2018,"WAS",4,14,18,0.222222222222222,"Washington Football Team","5110","Football Team","#773141","#ffb612","#000000","#5b2b2f","https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/WAS.png"
"161",2019,"ARI",11,18,29,0.379310344827586,"Arizona Cardinals","3800","Cardinals","#97233f","#000000","#ffb612","#a5acaf","https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ARI.png"
"162",2019,"ATL",13,11,24,0.541666666666667,"Atlanta Falcons","0200","Falcons","#a71930","#000000","#a5acaf","#a30d2d","https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/ATL.png"
"163",2019,"BAL",15,9,24,0.625,"Baltimore Ravens","0325","Ravens","#241773","#000000","#9e7c0c","#c60c30","https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BAL.png"
"164",2019,"BUF",13,9,22,0.590909090909091,"Buffalo Bills","0610","Bills","#00338d","#c60c30","#0c2e82","#d50a0a","https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/BUF.png"
"165",2019,"CAR",8,10,18,0.444444444444444,"Carolina Panthers","0750","Panthers","#0085ca","#000000","#bfc0bf","#0085ca","https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/CAR.png"
"166",2019,"CHI",10,12,22,0.454545454545455,"Chicago Bears","0810","Bears","#0b162a","#c83803","#0b162a","#c83803","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/CHI.png"
"167",2019,"CIN",7,8,15,0.466666666666667,"Cincinnati Bengals","0920","Bengals","#000000","#fb4f14","#000000","#d32f1e","https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","https://github.com/guga31bb/nflfastR-data/raw/master/wordmarks/CIN.png"
